# t,winchvel,rotvel,lightbright
63910,-0.166926,0.736305,0.502902
63993,-0.163149,0.733736,0.501526
64076,-0.159372,0.731167,0.500149
64159,-0.155595,0.728597,0.487625
64242,-0.151818,0.726028,0.473746
64325,-0.14804,0.723459,0.459866
64408,-0.144263,0.72089,0.445987
64491,-0.140486,0.718321,0.432107
64574,-0.136709,0.715752,0.418227
64657,-0.132931,0.713182,0.404348
64740,-0.129154,0.710613,0.390468
64823,-0.125377,0.708044,0.376589
64906,-0.1216,0.705475,0.362709
64989,-0.117822,0.702906,0.348829
65072,-0.114045,0.700337,0.33495
65155,-0.110268,0.697767,0.32107
65238,-0.106491,0.695198,0.307191
65321,-0.102713,0.692629,0.293311
65404,-0.0989363,0.69006,0.279431
65487,-0.095159,0.687491,0.265552
65570,-0.0913818,0.684922,0.251672
65653,-0.0876045,0.682353,0.237793
65736,-0.0838273,0.679783,0.223913
65819,-0.0800501,0.677214,0.210033
65902,-0.0762728,0.674645,0.196154
65985,-0.0724956,0.672076,0.182274
66068,-0.0687184,0.669507,0.168395
66151,-0.0649411,0.666938,0.154515
66234,-0.0611639,0.664368,0.140635
66317,-0.0573866,0.661799,0.126756
66400,-0.0536094,0.65923,0.112876
66483,-0.0498322,0.656661,0.0989967
66566,-0.046055,0.654092,0.085117
66649,-0.0422778,0.651523,0.0712374
66732,-0.0385005,0.648953,0.0573578
66815,-0.0347233,0.646384,0.0434783
66898,-0.030946,0.643815,0.0295987
66981,-0.0271688,0.641246,0.0157191
67064,-0.0233915,0.638677,0.00183946
67147,-0.0196143,0.636108,9.37728e-07
67230,-0.0158371,0.633538,4.34585e-06
67313,-0.0120599,0.630969,1.02463e-05
67396,-0.0082826,0.6284,1.8639e-05
67479,-0.0045054,0.625831,2.9524e-05
67562,-0.00072813,0.623262,4.29012e-05
67645,-0.00898576,0.620693,5.87708e-05
67728,-0.0201173,0.618123,7.71326e-05
67811,-0.0312489,0.615554,9.79868e-05
67894,-0.0423806,0.612985,0.000121333
67977,-0.0535122,0.610416,0.000147172
68060,-0.0646437,0.607847,0.000175503
68143,-0.0757754,0.605278,0.000206326
68226,-0.086907,0.602708,0.000239642
68309,-0.0980386,0.600139,0.00027545
68392,-0.10917,0.59757,0.00031375
68475,-0.120302,0.595001,0.000354542
68558,-0.131433,0.592432,0.000397827
68641,-0.142565,0.589863,0.000443604
68724,-0.153697,0.587294,0.000491873
68807,-0.164828,0.584724,0.000542635
68890,-0.17596,0.582155,0.000595889
68973,-0.187091,0.579586,0.000651635
69056,-0.198223,0.577017,0.000709873
69139,-0.209355,0.574448,0.000770604
69222,-0.220486,0.571879,0.000833827
69305,-0.231618,0.569309,0.000899542
69388,-0.242749,0.56674,0.00096775
69471,-0.253881,0.564171,0.00103845
69554,-0.265013,0.561602,0.00111164
69637,-0.276144,0.559033,0.00118733
69720,-0.287276,0.556464,0.0012655
69803,-0.298407,0.553894,0.00134617
69886,-0.309539,0.551325,0.00142933
69969,-0.320671,0.548756,0.00151499
70052,-0.331802,0.546187,0.00160313
70135,-0.342934,0.543618,0.00169377
70218,-0.354065,0.541049,0.0017869
70301,-0.365197,0.538479,0.00188252
70384,-0.376329,0.53591,0.00198064
70467,-0.38746,0.533341,0.00208125
70550,-0.398592,0.530772,0.00218435
70633,-0.409723,0.528203,0.00228994
70716,-0.420855,0.525634,0.00239802
70799,-0.431987,0.523064,0.0025086
70882,-0.443118,0.520495,0.00262167
70965,-0.45425,0.517926,0.00273723
71048,-0.465381,0.515357,0.00285528
71131,-0.476513,0.512788,0.00297583
71214,-0.487645,0.510219,0.00309887
71297,-0.498776,0.507649,0.0032244
71380,-0.509908,0.50508,0.00335242
71463,-0.521039,0.502511,0.00348293
71546,-0.532171,0.499942,0.00361594
71629,-0.543303,0.497373,0.00375144
71712,-0.554434,0.494804,0.00388943
71795,-0.565566,0.492234,0.00402991
71878,-0.576697,0.489665,0.00417289
71961,-0.587829,0.487096,0.00431836
72044,-0.598961,0.484527,0.00446632
72127,-0.610092,0.481958,0.00461677
72210,-0.621224,0.479389,0.00476972
72293,-0.632355,0.47682,0.00492516
72376,-0.643487,0.47425,0.00508309
72459,-0.654619,0.471681,0.00524351
72542,-0.66575,0.469112,0.00540642
72625,-0.676882,0.466543,0.00557183
72708,-0.688013,0.463974,0.00573973
72791,-0.699145,0.461405,0.00591012
72874,-0.710277,0.458835,0.006083
72957,-0.721408,0.456266,0.00625838
73040,-0.73254,0.453697,0.00643625
73123,-0.743671,0.451128,0.00661661
73206,-0.754803,0.448559,0.00679946
73289,-0.765935,0.44599,0.00698481
73372,-0.777066,0.44342,0.00717264
73455,-0.788198,0.440851,0.00736297
73538,-0.799329,0.438282,0.0075558
73621,-0.796918,0.435713,0.00775111
73704,-0.793639,0.433144,0.00794892
73787,-0.79036,0.430575,0.00814922
73870,-0.787081,0.428005,0.00835201
73953,-0.783802,0.425436,0.00855729
74036,-0.780522,0.422867,0.00876507
74119,-0.777243,0.420298,0.00897533
74202,-0.773964,0.417729,0.00918809
74285,-0.770685,0.41516,0.00940335
74368,-0.767406,0.412591,0.00962109
74451,-0.764127,0.410021,0.00984133
74534,-0.760847,0.407452,0.0100641
74617,-0.757568,0.404883,0.0102893
74700,-0.754289,0.402314,0.010517
74783,-0.75101,0.399745,0.0107472
74866,-0.747731,0.397176,0.0109799
74949,-0.744452,0.394606,0.0112151
75032,-0.741172,0.392037,0.0114528
75115,-0.737893,0.389468,0.0116929
75198,-0.734614,0.386899,0.0119356
75281,-0.731335,0.38433,0.0121808
75364,-0.728056,0.381761,0.0124284
75447,-0.724777,0.379191,0.0126786
75530,-0.721497,0.376622,0.0129312
75613,-0.718218,0.374053,0.0131863
75696,-0.714939,0.371484,0.013444
75779,-0.71166,0.368915,0.0137041
75862,-0.708381,0.366346,0.0139667
75945,-0.705101,0.363776,0.0142318
76028,-0.701822,0.361207,0.0144994
76111,-0.698543,0.358638,0.0147695
76194,-0.695264,0.356069,0.015042
76277,-0.691985,0.3535,0.0153171
76360,-0.688706,0.350931,0.0155947
76443,-0.685426,0.348361,0.0158747
76526,-0.682147,0.345792,0.0161572
76609,-0.678868,0.343223,0.0164423
76692,-0.675589,0.340654,0.0167298
76775,-0.67231,0.338085,0.0170198
76858,-0.669031,0.335516,0.0173123
76941,-0.665751,0.332947,0.0176074
77024,-0.662472,0.330377,0.0179049
77107,-0.659193,0.327808,0.0182048
77190,-0.655914,0.325239,0.0185073
77273,-0.652635,0.32267,0.0188123
77356,-0.649356,0.320101,0.0191198
77439,-0.646076,0.317532,0.0194297
77522,-0.642797,0.314962,0.0197422
77605,-0.639518,0.312393,0.0200571
77688,-0.636239,0.309824,0.0203746
77771,-0.63296,0.307255,0.0206945
77854,-0.62968,0.304686,0.0210169
77937,-0.626401,0.302117,0.0213418
78020,-0.623122,0.299547,0.0216692
78103,-0.619843,0.296978,0.0219991
78186,-0.616564,0.294409,0.0223315
78269,-0.613285,0.29184,0.0226664
78352,-0.610005,0.289271,0.0230038
78435,-0.606726,0.286701,0.0233436
78518,-0.603447,0.284132,0.023686
78601,-0.600168,0.281563,0.0240308
78684,-0.596889,0.278994,0.0243782
78767,-0.59361,0.276425,0.024728
78850,-0.59033,0.273856,0.0250804
78933,-0.587051,0.271286,0.0254352
79016,-0.583772,0.268717,0.0257925
79099,-0.580493,0.266148,0.0261523
79182,-0.577214,0.263579,0.0265146
79265,-0.573934,0.26101,0.0268794
79348,-0.570655,0.258441,0.0272467
79431,-0.567376,0.255872,0.0276164
79514,-0.564097,0.253302,0.0279887
79597,-0.560818,0.250733,0.0283635
79680,-0.557539,0.248164,0.0287407
79763,-0.554259,0.245595,0.0291205
79846,-0.55098,0.243026,0.0295027
79929,-0.547701,0.240457,0.0298874
80012,-0.544422,0.237887,0.0302746
80095,-0.541143,0.235318,0.0306644
80178,-0.537864,0.232749,0.0310566
80261,-0.534584,0.23018,0.0314513
80344,-0.531305,0.227611,0.0318484
80427,-0.528026,0.225042,0.0322481
80510,-0.524747,0.222472,0.0326503
80593,-0.521468,0.219903,0.033055
80676,-0.518189,0.217334,0.0334621
80759,-0.514909,0.214765,0.0338718
80842,-0.51163,0.212196,0.0342839
80925,-0.508351,0.209627,0.0346986
81008,-0.505072,0.207057,0.0351157
81091,-0.501793,0.204488,0.0355353
81174,-0.498513,0.201919,0.0359574
81257,-0.495234,0.2,0.036382
81340,-0.491955,0.2,0.0368091
81423,-0.488676,0.2,0.0372387
81506,-0.485397,0.2,0.0376708
81589,-0.482118,0.2,0.0381054
81672,-0.478838,0.2,0.0385424
81755,-0.475559,0.2,0.038982
81838,-0.47228,0.2,0.039424
81921,-0.469001,0.2,0.0398686
82004,-0.465722,0.2,0.0403156
82087,-0.462443,0.2,0.0407651
82170,-0.459163,0.2,0.0412172
82253,-0.455884,0.2,0.0416717
82336,-0.452605,0.2,0.0421287
82419,-0.449326,0.2,0.0425882
82502,-0.446047,0.2,0.0430502
82585,-0.442768,0.2,0.0435146
82668,-0.439488,0.2,0.0439816
82751,-0.436209,0.2,0.0444511
82834,-0.43293,0.2,0.044923
82917,-0.429651,0.2,0.0453975
83000,-0.426372,0.2,0.0458744
83083,-0.423092,0.2,0.0463539
83166,-0.419813,0.2,0.0468358
83249,-0.416534,0.2,0.0473202
83332,-0.413255,0.2,0.0478071
83415,-0.409976,0.2,0.0482965
83498,-0.406697,0.2,0.0487884
83581,-0.403417,0.2,0.0492828
83664,-0.400138,0.2,0.0497797
83747,-0.396859,0.2,0.0502791
83830,-0.39358,0.2,0.0507809
83913,-0.390301,0.2,0.0512853
83996,-0.387022,0.2,0.0517921
84079,-0.383742,0.2,0.0523015
84162,-0.380463,0.2,0.0528133
84245,-0.377184,0.2,0.0533277
84328,-0.373905,0.2,0.0538445
84411,-0.370626,0.2,0.0543638
84494,-0.367347,0.2,0.0548856
84577,-0.364067,0.2,0.0554099
84660,-0.360788,0.2,0.0559367
84743,-0.357509,0.2,0.056466
84826,-0.35423,0.2,0.0569977
84909,-0.350951,0.2,0.057532
84992,-0.347671,0.2,0.0580688
85075,-0.344392,0.2,0.058608
85158,-0.341113,0.2,0.0591497
85241,-0.337834,0.2,0.059694
85324,-0.334555,0.2,0.0602407
85407,-0.331276,0.2,0.0607899
85490,-0.327996,0.2,0.0613416
85573,-0.324717,0.2,0.0618958
85656,-0.321438,0.2,0.0624525
85739,-0.318159,0.2,0.0630117
85822,-0.31488,0.2,0.0635734
85905,-0.311601,0.2,0.0641376
85988,-0.308321,0.2,0.0647042
86071,-0.305042,0.2,0.0652734
86154,-0.301763,0.2,0.065845
86237,-0.298484,0.2,0.0664192
86320,-0.295205,0.2,0.0669958
86403,-0.291926,0.2,0.067575
86486,-0.288646,0.2,0.0681566
86569,-0.285367,0.2,0.0687407
86652,-0.282088,0.2,0.0693273
86735,-0.278809,0.2,0.0699164
86818,-0.27553,0.2,0.070508
86901,-0.27225,0.2,0.071102
86984,-0.268971,0.2,0.0716986
87067,-0.265692,0.2,0.0722977
87150,-0.262413,0.2,0.0728992
87233,-0.259134,0.2,0.0735033
87316,-0.255855,0.2,0.0741098
87399,-0.252575,0.2,0.0747189
87482,-0.249296,0.2,0.0753304
87565,-0.246017,0.2,0.0759444
87648,-0.242738,0.2,0.0765609
87731,-0.239459,0.2,0.0771799
87814,-0.23618,0.2,0.0778014
87897,-0.2329,0.2,0.0784254
87980,-0.229621,0.2,0.0790519
88063,-0.226342,0.2,0.0796809
88146,-0.223063,0.2,0.0803123
88229,-0.219784,0.2,0.0809463
88312,-0.216505,0.2,0.0815827
88395,-0.213225,0.2,0.0822217
88478,-0.209946,0.2,0.0828631
88561,-0.206667,0.2,0.083507
88644,-0.203388,0.2,0.0841534
88727,-0.200109,0.2,0.0848024
88810,-0.196829,0.2,0.0854537
88893,-0.19355,0.2,0.0861076
88976,-0.190271,0.2,0.086764
89059,-0.186992,0.2,0.0874229
89142,-0.183713,0.2,0.0880843
89225,-0.180434,0.2,0.0887482
89308,-0.177154,0.2,0.0894145
89391,-0.173875,0.2,0.0900834
89474,-0.170596,0.2,0.0907547
89557,-0.167317,0.2,0.0914285
89640,-0.164038,0.2,0.0921049
89723,-0.160759,0.2,0.0927837
89806,-0.157479,0.2,0.093465
89889,-0.1542,0.2,0.0941488
89972,-0.150921,0.2,0.0948351
90055,-0.147642,0.2,0.0955239
90138,-0.144363,0.2,0.0962151
90221,-0.141083,0.2,0.0969089
90304,-0.137804,0.2,0.0976052
90387,-0.134525,0.2,0.0983039
90470,-0.131246,0.2,0.0990052
90553,-0.127967,0.2,0.0997089
90636,-0.124688,0.2,0.100415
90719,-0.121408,0.2,0.101124
90802,-0.118129,0.2,0.101835
90885,-0.11485,0.2,0.102549
90968,-0.111571,0.2,0.103265
91051,-0.108292,0.2,0.103984
91134,-0.105013,0.2,0.104705
91217,-0.101733,0.2,0.105429
91300,-0.0984542,0.2,0.106155
91383,-0.0951751,0.2,0.106883
91466,-0.0918959,0.2,0.107615
91549,-0.0886167,0.2,0.108348
91632,-0.0853376,0.2,0.109084
91715,-0.0820584,0.2,0.109823
91798,-0.0787792,0.2,0.110564
91881,-0.0755,0.2,0.111308
91964,-0.0722209,0.2,0.112054
92047,-0.0689417,0.2,0.112802
92130,-0.0656625,0.2,0.113554
92213,-0.0623834,0.2,0.114307
92296,-0.0591041,0.2,0.115063
92379,-0.055825,0.2,0.115822
92462,-0.0525458,0.2,0.116583
92545,-0.0492666,0.2,0.117346
92628,-0.0459875,0.2,0.118112
92711,-0.0427083,0.2,0.118881
92794,-0.0394291,0.2,0.119652
92877,-0.0361499,0.2,0.120426
92960,-0.0328708,0.2,0.121202
93043,-0.0295916,0.2,0.12198
93126,-0.0263124,0.2,0.122761
93209,-0.0230333,0.2,0.123545
93292,-0.0197541,0.2,0.124331
93375,-0.0164748,0.2,0.125119
93458,-0.0131958,0.2,0.12591
93541,-0.00991654,0.2,0.126703
93624,-0.00663739,0.2,0.127499
93707,-0.00335819,0.2,0.128298
93790,-7.89762e-05,0.2,0.129099
93873,-0.0196602,0.2,0.129902
93956,-0.0398058,0.2,0.130708
94039,-0.0599515,0.2,0.131517
94122,-0.0800971,0.2,0.132327
94205,-0.100243,0.2,0.133141
94288,-0.120388,0.2,0.133957
94371,-0.140534,0.2,0.134775
94454,-0.16068,0.2,0.135596
94537,-0.180825,0.2,0.136419
94620,-0.200971,0.2,0.137245
94703,-0.221116,0.2,0.138074
94786,-0.241262,0.2,0.138904
94869,-0.261408,0.2,0.139738
94952,-0.281553,0.2,0.140574
95035,-0.301699,0.2,0.141412
95118,-0.321845,0.2,0.142253
95201,-0.34199,0.2,0.143096
95284,-0.362136,0.2,0.143942
95367,-0.382282,0.2,0.14479
95450,-0.402427,0.2,0.145641
95533,-0.422573,0.2,0.146494
95616,-0.442719,0.2,0.14735
95699,-0.462864,0.2,0.148208
95782,-0.48301,0.2,0.149069
95865,-0.503155,0.2,0.149932
95948,-0.523301,0.2,0.150796
96031,-0.543447,0.2,0.151657
96114,-0.563592,0.2,0.152516
96197,-0.583738,0.2,0.153372
96280,-0.603884,0.2,0.154226
96363,-0.624029,0.2,0.155077
96446,-0.644175,0.2,0.155925
96529,-0.66432,0.2,0.156772
96612,-0.684466,0.2,0.157615
96695,-0.704612,0.2,0.158457
96778,-0.724757,0.2,0.159295
96861,-0.744903,0.2,0.160131
96944,-0.765049,0.2,0.160965
97027,-0.785194,0.2,0.161796
97110,-0.791592,0.200362,0.162625
97193,-0.759873,0.201729,0.163451
97276,-0.728153,0.203096,0.164275
97359,-0.696433,0.204462,0.165096
97442,-0.664713,0.205829,0.165915
97525,-0.632994,0.207196,0.166731
97608,-0.601274,0.208562,0.167545
97691,-0.569554,0.209929,0.168357
97774,-0.537834,0.211296,0.169165
97857,-0.506115,0.212662,0.169972
97940,-0.474395,0.214029,0.170776
98023,-0.442675,0.215396,0.171577
98106,-0.410955,0.216762,0.172376
98189,-0.379236,0.218129,0.173172
98272,-0.347516,0.219496,0.173966
98355,-0.315796,0.220863,0.174757
98438,-0.284077,0.222229,0.175546
98521,-0.252357,0.223596,0.176333
98604,-0.220637,0.224962,0.177116
98687,-0.188917,0.226329,0.177898
98770,-0.157197,0.227696,0.178677
98853,-0.125478,0.229063,0.179453
98936,-0.093758,0.230429,0.180227
99019,-0.0620382,0.231796,0.180998
99102,-0.0303186,0.233163,0.181767
99185,0.00140131,0.234529,0.182534
99268,0.033121,0.235896,0.183298
99351,0.0648408,0.237263,0.184059
99434,0.0965605,0.238629,0.184818
99517,0.12828,0.239996,0.185575
99600,0.16,0.241363,0.186329
99683,0.19172,0.242729,0.18708
99766,0.223439,0.244096,0.187829
99849,0.255159,0.245463,0.188576
99932,0.286879,0.246829,0.18932
100015,0.318599,0.248196,0.190061
100098,0.350318,0.249563,0.1908
100181,0.382038,0.250929,0.191537
100264,0.394266,0.252296,0.192271
100347,0.381046,0.253663,0.193002
100430,0.367826,0.255029,0.193731
100513,0.354606,0.256396,0.194458
100596,0.341386,0.257763,0.195182
100679,0.328166,0.259129,0.195904
100762,0.314946,0.260496,0.196623
100845,0.301726,0.261863,0.197339
100928,0.288505,0.263229,0.198053
101011,0.275285,0.264596,0.198765
101094,0.262065,0.265963,0.199474
101177,0.248845,0.267329,0.200181
101260,0.235625,0.268696,0.200885
101343,0.222405,0.270063,0.201586
101426,0.209185,0.27143,0.202286
101509,0.195965,0.272796,0.202982
101592,0.182745,0.274163,0.203676
101675,0.169525,0.27553,0.204368
101758,0.156305,0.276896,0.205057
101841,0.143085,0.278263,0.205744
101924,0.129865,0.27963,0.206428
102007,0.116645,0.280996,0.20711
102090,0.103424,0.282363,0.207789
102173,0.0902045,0.28373,0.208466
102256,0.0769844,0.285096,0.20914
102339,0.0637642,0.286463,0.209812
102422,0.0505443,0.28783,0.210481
102505,0.0373242,0.289196,0.211148
102588,0.0241041,0.290563,0.211812
102671,0.010884,0.29193,0.212474
102754,-0.00233603,0.293296,0.213133
102837,-0.0155562,0.294663,0.21379
102920,-0.0287762,0.29603,0.214444
103003,-0.0419962,0.297396,0.215096
103086,-0.0552163,0.298763,0.215745
103169,-0.0684364,0.30013,0.216392
103252,-0.0816565,0.301496,0.217036
103335,-0.0948765,0.302863,0.217678
103418,-0.108097,0.30423,0.218317
103501,-0.121317,0.305596,0.218954
103584,-0.134537,0.306963,0.219589
103667,-0.147757,0.30833,0.22022
103750,-0.160977,0.309696,0.22085
103833,-0.174197,0.311063,0.221477
103916,-0.187417,0.31243,0.222101
103999,-0.199904,0.313797,0.222723
104082,-0.197909,0.315163,0.223342
104165,-0.195914,0.31653,0.223959
104248,-0.193919,0.317896,0.224574
104331,-0.191924,0.319263,0.225186
104414,-0.189928,0.32063,0.225795
104497,-0.187933,0.321997,0.226402
104580,-0.185938,0.323363,0.227006
104663,-0.183943,0.32473,0.227608
104746,-0.181948,0.326097,0.228208
104829,-0.179953,0.327463,0.228805
104912,-0.177958,0.32883,0.229399
104995,-0.175963,0.330197,0.229991
105078,-0.173968,0.331563,0.230581
105161,-0.171973,0.33293,0.231168
105244,-0.169978,0.334297,0.231752
105327,-0.167983,0.335663,0.232334
105410,-0.165988,0.33703,0.232914
105493,-0.163993,0.338397,0.233491
105576,-0.161997,0.339763,0.234065
105659,-0.160002,0.34113,0.234637
105742,-0.158007,0.342497,0.235207
105825,-0.156012,0.343863,0.235774
105908,-0.154017,0.34523,0.236338
105991,-0.152022,0.346597,0.2369
106074,-0.150027,0.347963,0.23746
106157,-0.148032,0.34933,0.238017
106240,-0.146037,0.350697,0.238572
106323,-0.144042,0.352063,0.239124
106406,-0.142047,0.35343,0.239673
106489,-0.140052,0.354797,0.240221
106572,-0.138057,0.356164,0.240765
106655,-0.136062,0.35753,0.241307
106738,-0.134066,0.358897,0.241847
106821,-0.132071,0.360263,0.242384
106904,-0.130076,0.36163,0.242919
106987,-0.128081,0.362997,0.243451
107070,-0.126086,0.364364,0.243981
107153,-0.124091,0.36573,0.244508
107236,-0.122096,0.367097,0.245032
107319,-0.120101,0.368464,0.245555
107402,-0.118106,0.36983,0.246074
107485,-0.116111,0.371197,0.246592
107568,-0.114116,0.372564,0.247106
107651,-0.112121,0.37393,0.247619
107734,-0.110126,0.375297,0.248128
107817,-0.108131,0.376664,0.248635
107900,-0.106135,0.37803,0.24914
107983,-0.10414,0.379397,0.249643
108066,-0.102145,0.380764,0.250142
108149,-0.10015,0.38213,0.25064
108232,-0.0981551,0.383497,0.251134
108315,-0.0961601,0.384864,0.251627
108398,-0.094165,0.38623,0.252116
108481,-0.0921699,0.387597,0.252604
108564,-0.0901749,0.388964,0.253089
108647,-0.0881798,0.39033,0.253571
108730,-0.0861847,0.391697,0.254051
108813,-0.0841897,0.393064,0.254528
108896,-0.0821946,0.39443,0.255003
108979,-0.0801995,0.395797,0.255475
109062,-0.0782044,0.397164,0.255945
109145,-0.0762094,0.39853,0.256412
109228,-0.0742143,0.399897,0.256877
109311,-0.0722192,0.401264,0.25734
109394,-0.0702241,0.40263,0.2578
109477,-0.0682291,0.403997,0.258257
109560,-0.066234,0.405364,0.258712
109643,-0.0642389,0.406731,0.259164
109726,-0.0622438,0.408097,0.259614
109809,-0.0602487,0.409464,0.260062
109892,-0.0582537,0.41083,0.260507
109975,-0.0562586,0.412197,0.260949
110058,-0.0542636,0.413564,0.261389
110141,-0.0522685,0.414931,0.261826
110224,-0.0502734,0.416297,0.262261
110307,-0.0482783,0.417664,0.262694
110390,-0.0462832,0.419031,0.263124
110473,-0.0442882,0.420397,0.263551
110556,-0.0422931,0.421764,0.263976
110639,-0.040298,0.423131,0.264399
110722,-0.038303,0.424497,0.264819
110805,-0.0363079,0.425864,0.265236
110888,-0.0343128,0.427231,0.265651
110971,-0.0323178,0.428597,0.266064
111054,-0.0303227,0.429964,0.266474
111137,-0.0283276,0.431331,0.266881
111220,-0.0263326,0.432697,0.267287
111303,-0.0243375,0.434064,0.267689
111386,-0.0223424,0.435431,0.268089
111469,-0.0203473,0.436797,0.268487
111552,-0.0183523,0.438164,0.268882
111635,-0.0163572,0.439531,0.269274
111718,-0.0143621,0.440897,0.269665
111801,-0.012367,0.442264,0.270052
111884,-0.0103719,0.443631,0.270437
111967,-0.0083769,0.444997,0.27082
112050,-0.00638181,0.446364,0.2712
112133,-0.00438678,0.447731,0.271578
112216,-0.0023917,0.449098,0.271953
112299,-0.000396609,0.450464,0.272325
112382,0.00159848,0.451831,0.272696
112465,0.00359356,0.453197,0.273063
112548,0.00558865,0.454564,0.273428
112631,0.00758374,0.455931,0.273791
112714,0.0095787,0.457298,0.274151
112797,0.0115738,0.458664,0.274509
112880,0.0135689,0.460031,0.274864
112963,0.015564,0.461398,0.275217
113046,0.0175591,0.462764,0.275567
113129,0.0195541,0.464131,0.275915
113212,0.0215492,0.465498,0.27626
113295,0.0235443,0.466864,0.276603
113378,0.0255394,0.468231,0.276943
113461,0.0275345,0.469598,0.277281
113544,0.0295295,0.470964,0.277616
113627,0.0315245,0.472331,0.277949
113710,0.0335196,0.473698,0.278279
113793,0.0355147,0.475064,0.278607
113876,0.0375098,0.476431,0.278932
113959,0.0395049,0.477798,0.279255
114042,0.0415,0.479164,0.279575
114125,0.0434949,0.480531,0.279893
114208,0.04549,0.481898,0.280209
114291,0.0474851,0.483264,0.280522
114374,0.0494802,0.484631,0.280832
114457,0.0514753,0.485998,0.28114
114540,0.0534704,0.487364,0.281445
114623,0.0554655,0.488731,0.281748
114706,0.0574605,0.490098,0.282048
114789,0.0594556,0.491464,0.282346
114872,0.0614507,0.492831,0.282642
114955,0.0634457,0.494198,0.282935
115038,0.0654408,0.495564,0.283225
115121,0.0674359,0.496931,0.283513
115204,0.0694309,0.498298,0.283798
115287,0.071426,0.499665,0.284081
115370,0.0734211,0.501031,0.284362
115453,0.0754162,0.502398,0.28464
115536,0.0774112,0.503765,0.284915
115619,0.0794063,0.505131,0.285188
115702,0.0814013,0.506498,0.285459
115785,0.0833964,0.507865,0.285726
115868,0.0853915,0.509231,0.285992
115951,0.0873866,0.510598,0.286255
116034,0.0893817,0.511965,0.286515
116117,0.0913768,0.513331,0.286774
116200,0.0933719,0.514698,0.287029
116283,0.095367,0.516065,0.287282
116366,0.0973619,0.517431,0.287533
116449,0.099357,0.518798,0.287781
116532,0.101352,0.520165,0.288026
116615,0.103347,0.521531,0.288269
116698,0.105342,0.522898,0.28851
116781,0.107337,0.524265,0.288748
116864,0.109332,0.525631,0.288983
116947,0.111327,0.526998,0.289217
117030,0.113322,0.528365,0.289447
117113,0.115318,0.529731,0.289675
117196,0.117313,0.531098,0.289901
117279,0.119308,0.532465,0.290124
117362,0.121303,0.533831,0.290345
117445,0.123298,0.535198,0.290563
117528,0.125293,0.536565,0.290778
117611,0.127288,0.537931,0.290992
117694,0.129283,0.539298,0.291202
117777,0.131278,0.540665,0.29141
117860,0.133273,0.542032,0.291616
117943,0.135268,0.543398,0.291819
118026,0.137263,0.544765,0.29202
118109,0.139259,0.546132,0.292218
118192,0.141254,0.547498,0.292414
118275,0.143249,0.548865,0.292607
118358,0.145244,0.550232,0.292798
118441,0.147239,0.551598,0.292986
118524,0.149234,0.552965,0.293172
118607,0.151229,0.554332,0.293355
118690,0.153224,0.555698,0.293536
118773,0.155219,0.557065,0.293714
118856,0.157214,0.558432,0.29389
118939,0.159209,0.559798,0.294063
119022,0.161204,0.561165,0.294234
119105,0.163199,0.562532,0.294402
119188,0.165194,0.563898,0.294568
119271,0.167189,0.565265,0.294731
119354,0.169185,0.566632,0.294892
119437,0.17118,0.567998,0.29505
119520,0.173175,0.569365,0.295206
119603,0.17517,0.570732,0.295359
119686,0.177165,0.572098,0.29551
119769,0.17916,0.573465,0.295659
119852,0.181155,0.574832,0.295805
119935,0.18315,0.576198,0.295948
120018,0.185145,0.577565,0.296089
120101,0.18714,0.578932,0.296227
120184,0.189135,0.580298,0.296363
120267,0.19113,0.581665,0.296496
120350,0.193125,0.583032,0.296627
120433,0.195121,0.584399,0.296756
120516,0.197116,0.585765,0.296882
120599,0.199111,0.587132,0.297005
120682,0.201106,0.588499,0.297126
120765,0.203101,0.589865,0.297244
120848,0.205096,0.591232,0.29736
120931,0.207091,0.592599,0.297474
121014,0.209086,0.593965,0.297585
121097,0.211081,0.595332,0.297693
121180,0.213076,0.596699,0.297799
121263,0.215071,0.598065,0.297903
121346,0.217066,0.599432,0.298004
121429,0.219061,0.600799,0.298102
121512,0.221056,0.602165,0.298198
121595,0.223052,0.603532,0.298292
121678,0.225047,0.604899,0.298383
121761,0.227042,0.606265,0.298471
121844,0.229037,0.607632,0.298557
121927,0.231032,0.608999,0.298641
122010,0.233027,0.610365,0.298722
122093,0.235022,0.611732,0.298801
122176,0.237017,0.613099,0.298877
122259,0.239012,0.614465,0.29895
122342,0.241007,0.615832,0.299021
122425,0.243002,0.617199,0.29909
122508,0.244997,0.618565,0.299156
122591,0.246992,0.619932,0.29922
122674,0.248987,0.621299,0.299281
122757,0.250983,0.622665,0.299339
122840,0.252978,0.624032,0.299396
122923,0.254973,0.625399,0.299449
123006,0.256968,0.626765,0.2995
123089,0.258963,0.628132,0.299549
123172,0.260958,0.629499,0.299595
123255,0.262953,0.630866,0.299639
123338,0.264948,0.632232,0.29968
123421,0.266943,0.633599,0.299719
123504,0.268938,0.634966,0.299755
123587,0.270933,0.636332,0.299789
123670,0.272928,0.637699,0.29982
123753,0.274923,0.639066,0.299849
123836,0.276918,0.640432,0.299875
123919,0.278913,0.641799,0.299899
124002,0.280909,0.643166,0.29992
124085,0.282904,0.644532,0.299939
124168,0.284899,0.645899,0.299955
124251,0.286894,0.647266,0.299969
124334,0.288889,0.648632,0.29998
124417,0.290884,0.649999,0.299989
124500,0.292879,0.651366,0.299995
