# t,winchvel,rotvel,lightbright
124583,0.294874,0.652732,0.299999
124666,0.296869,0.654099,0.3
124749,0.298864,0.655466,0.300204
124832,0.300859,0.656832,0.300414
124915,0.302854,0.658199,0.300623
124998,0.30485,0.659566,0.300833
125081,0.306845,0.660932,0.301042
125164,0.30884,0.662299,0.301251
125247,0.310835,0.663666,0.301461
125330,0.31283,0.665032,0.30167
125413,0.314825,0.666399,0.301879
125496,0.31682,0.667766,0.302089
125579,0.318815,0.669132,0.302298
125662,0.32081,0.670499,0.302508
125745,0.322805,0.671866,0.302717
125828,0.3248,0.673233,0.302926
125911,0.326795,0.674599,0.303136
125994,0.32879,0.675966,0.303345
126077,0.330785,0.677333,0.303555
126160,0.33278,0.678699,0.303764
126243,0.334776,0.680066,0.303973
126326,0.336771,0.681432,0.304183
126409,0.338766,0.682799,0.304392
126492,0.340761,0.684166,0.304602
126575,0.342756,0.685533,0.304811
126658,0.344751,0.686899,0.30502
126741,0.346746,0.688266,0.30523
126824,0.348741,0.689633,0.305439
126907,0.350736,0.690999,0.305648
126990,0.352731,0.692366,0.305858
127073,0.354726,0.693733,0.306067
127156,0.356721,0.695099,0.306277
127239,0.358716,0.696466,0.306486
127322,0.360712,0.697833,0.306695
127405,0.362707,0.699199,0.306905
127488,0.364702,0.700566,0.307114
127571,0.366697,0.701933,0.307324
127654,0.368692,0.703299,0.307533
127737,0.370687,0.704666,0.307742
127820,0.372682,0.706033,0.307952
127903,0.374677,0.707399,0.308161
127986,0.376672,0.708766,0.308371
128069,0.378667,0.710133,0.30858
128152,0.380662,0.711499,0.308789
128235,0.382657,0.712866,0.308999
128318,0.384652,0.714233,0.309208
128401,0.386647,0.7156,0.309417
128484,0.388643,0.716966,0.309627
128567,0.390638,0.718333,0.309836
128650,0.392633,0.7197,0.310046
128733,0.394628,0.721066,0.310255
128816,0.396623,0.722433,0.310464
128899,0.398618,0.723799,0.310674
128982,0.400613,0.725166,0.310883
129065,0.402608,0.726533,0.311093
129148,0.404603,0.7279,0.311302
129231,0.406598,0.729266,0.311511
129314,0.408593,0.730633,0.311721
129397,0.410588,0.732,0.31193
129480,0.412583,0.733366,0.312139
129563,0.414578,0.734733,0.312349
129646,0.416574,0.7361,0.312558
129729,0.418569,0.737466,0.312768
129812,0.420564,0.738833,0.312977
129895,0.422559,0.7402,0.313186
129978,0.424554,0.741566,0.313396
130061,0.426549,0.742933,0.313605
130144,0.428544,0.7443,0.313815
130227,0.430539,0.745666,0.314024
130310,0.432534,0.747033,0.314233
130393,0.434529,0.7484,0.314443
130476,0.436524,0.749766,0.314652
130559,0.438519,0.751133,0.314862
130642,0.440514,0.7525,0.315071
130725,0.442509,0.753866,0.31528
130808,0.444504,0.755233,0.31549
130891,0.4465,0.7566,0.315699
130974,0.448495,0.757967,0.315908
131057,0.45049,0.759333,0.316118
131140,0.452485,0.7607,0.316327
131223,0.45448,0.762066,0.316537
131306,0.456475,0.763433,0.316746
131389,0.45847,0.7648,0.316955
131472,0.460465,0.766167,0.317165
131555,0.46246,0.767533,0.317374
131638,0.464455,0.7689,0.317584
131721,0.46645,0.770267,0.317793
131804,0.468446,0.771633,0.318002
131887,0.470441,0.773,0.318212
131970,0.472435,0.774367,0.318421
132053,0.474431,0.775733,0.318631
132136,0.476426,0.7771,0.31884
132219,0.478421,0.778467,0.319049
132302,0.480416,0.779833,0.319259
132385,0.482411,0.7812,0.319468
132468,0.484406,0.782567,0.319677
132551,0.486401,0.783933,0.319887
132634,0.488396,0.7853,0.320096
132717,0.490391,0.786667,0.320306
132800,0.492386,0.788033,0.320515
132883,0.494381,0.7894,0.320724
132966,0.496377,0.790767,0.320934
133049,0.498372,0.792133,0.321143
133132,0.500367,0.7935,0.321353
133215,0.502362,0.794867,0.321562
133298,0.504357,0.796233,0.321771
133381,0.506352,0.7976,0.321981
133464,0.508347,0.798967,0.32219
133547,0.510342,0.800333,0.3224
133630,0.512337,0.8017,0.322609
133713,0.514332,0.803067,0.322818
133796,0.516327,0.804433,0.323028
133879,0.518322,0.8058,0.323237
133962,0.520317,0.807167,0.323446
134045,0.522312,0.808533,0.323656
134128,0.524307,0.8099,0.323865
134211,0.526303,0.811267,0.324075
134294,0.528298,0.812634,0.324284
134377,0.530293,0.814,0.324493
134460,0.532288,0.815367,0.324703
134543,0.534283,0.816734,0.324912
134626,0.536278,0.8181,0.325122
134709,0.538273,0.819467,0.325331
134792,0.540268,0.820834,0.32554
134875,0.542263,0.8222,0.32575
134958,0.544258,0.823567,0.325959
135041,0.546253,0.824934,0.326169
135124,0.548248,0.8263,0.326378
135207,0.550243,0.827667,0.326587
135290,0.552238,0.829034,0.326797
135373,0.554234,0.8304,0.327006
135456,0.556229,0.831767,0.327215
135539,0.558224,0.833134,0.327425
135622,0.560219,0.8345,0.327634
135705,0.562214,0.835867,0.327844
135788,0.564209,0.837234,0.328053
135871,0.566204,0.8386,0.328262
135954,0.568199,0.839967,0.328472
136037,0.570194,0.841334,0.328681
136120,0.572189,0.8427,0.328891
136203,0.574184,0.844067,0.3291
136286,0.576179,0.845434,0.329309
136369,0.578174,0.846801,0.329519
136452,0.580169,0.848167,0.329728
136535,0.582165,0.849534,0.329938
136618,0.58416,0.8509,0.330147
136701,0.586155,0.852267,0.330356
136784,0.58815,0.853634,0.330566
136867,0.590145,0.855,0.330775
136950,0.59214,0.856367,0.330984
137033,0.594135,0.857734,0.331194
137116,0.59613,0.859101,0.331403
137199,0.598125,0.860467,0.331613
137282,0.6,0.861834,0.331822
137365,0.6,0.863201,0.332031
137448,0.6,0.864567,0.332241
137531,0.6,0.865934,0.33245
137614,0.6,0.867301,0.33266
137697,0.6,0.868667,0.332869
137780,0.6,0.870034,0.333078
137863,0.6,0.871401,0.333288
137946,0.6,0.872767,0.333497
138029,0.6,0.874134,0.333706
138112,0.6,0.875501,0.333916
138195,0.6,0.876867,0.334125
138278,0.6,0.878234,0.334335
138361,0.6,0.879601,0.334544
138444,0.6,0.880967,0.334753
138527,0.6,0.882334,0.334963
138610,0.6,0.883701,0.335172
138693,0.6,0.885067,0.335382
138776,0.6,0.886434,0.335591
138859,0.6,0.887801,0.3358
138942,0.6,0.889168,0.33601
139025,0.6,0.890534,0.336219
139108,0.6,0.891901,0.336429
139191,0.6,0.893268,0.336638
139274,0.6,0.894634,0.336847
139357,0.6,0.896001,0.337057
139440,0.6,0.897367,0.337266
139523,0.6,0.898734,0.337475
139606,0.6,0.900101,0.337685
139689,0.6,0.901468,0.337894
139772,0.6,0.902834,0.338104
139855,0.6,0.904201,0.338313
139938,0.6,0.905568,0.338522
140021,0.6,0.906934,0.338732
140104,0.6,0.908301,0.338941
140187,0.6,0.909668,0.339151
140270,0.6,0.911034,0.33936
140353,0.6,0.912401,0.339569
140436,0.6,0.913768,0.339779
140519,0.6,0.915134,0.339988
140602,0.6,0.916501,0.340198
140685,0.6,0.917868,0.340407
140768,0.6,0.919234,0.340616
140851,0.6,0.920601,0.340826
140934,0.6,0.921968,0.341035
141017,0.6,0.923334,0.341244
141100,0.6,0.924701,0.341454
141183,0.6,0.926068,0.341663
141266,0.6,0.927434,0.341873
141349,0.6,0.928801,0.342082
141432,0.6,0.930168,0.342291
141515,0.6,0.931534,0.342501
141598,0.6,0.932901,0.34271
141681,0.6,0.934268,0.34292
141764,0.6,0.935634,0.343129
141847,0.6,0.937001,0.343338
141930,0.6,0.938368,0.343548
142013,0.6,0.939734,0.343757
142096,0.6,0.941101,0.343967
142179,0.6,0.942468,0.344176
142262,0.6,0.943835,0.344385
142345,0.6,0.945201,0.344595
142428,0.6,0.946568,0.344804
142511,0.6,0.947935,0.345013
142594,0.6,0.949301,0.345223
142677,0.6,0.950668,0.345432
142760,0.6,0.952035,0.345642
142843,0.6,0.953401,0.345851
142926,0.6,0.954768,0.34606
143009,0.6,0.956135,0.34627
143092,0.6,0.957501,0.346479
143175,0.6,0.958868,0.346689
143258,0.6,0.960235,0.346898
143341,0.6,0.961601,0.347107
143424,0.6,0.962968,0.347317
143507,0.6,0.964335,0.347526
143590,0.6,0.965701,0.347736
143673,0.6,0.967068,0.347945
143756,0.6,0.968435,0.348154
143839,0.6,0.969801,0.348364
143922,0.6,0.971168,0.348573
144005,0.6,0.972535,0.348782
144088,0.6,0.973901,0.348992
144171,0.6,0.975268,0.349201
144254,0.6,0.976635,0.349411
144337,0.6,0.978001,0.34962
144420,0.6,0.979368,0.349829
144503,0.6,0.980735,0.350039
144586,0.6,0.982101,0.350248
144669,0.6,0.983468,0.350458
144752,0.6,0.984835,0.350667
144835,0.6,0.986202,0.350876
144918,0.6,0.987568,0.351086
145001,0.6,0.988935,0.351295
145084,0.6,0.990301,0.351505
145167,0.6,0.991668,0.351714
145250,0.6,0.993035,0.351923
145333,0.6,0.994401,0.352133
145416,0.6,0.995768,0.352342
145499,0.6,0.997135,0.352551
145582,0.6,0.998502,0.352761
145665,0.6,0.999868,0.35297
145748,0.6,0.999197,0.35318
145831,0.6,0.998309,0.353389
145914,0.6,0.997421,0.353598
145997,0.6,0.996533,0.353808
146080,0.6,0.995645,0.354017
146163,0.6,0.994757,0.354227
146246,0.6,0.993868,0.354436
146329,0.6,0.99298,0.354645
146412,0.6,0.992092,0.354855
146495,0.6,0.991204,0.355064
146578,0.6,0.990316,0.355274
146661,0.6,0.989428,0.355483
146744,0.6,0.98854,0.355692
146827,0.6,0.987651,0.355902
146910,0.6,0.986763,0.356111
146993,0.6,0.985875,0.35632
147076,0.6,0.984987,0.35653
147159,0.6,0.984099,0.356739
147242,0.6,0.983211,0.356949
147325,0.6,0.982322,0.357158
147408,0.6,0.981434,0.357367
147491,0.6,0.980546,0.357577
147574,0.6,0.979658,0.357786
147657,0.6,0.97877,0.357996
147740,0.6,0.977882,0.358205
147823,0.6,0.976993,0.358414
147906,0.6,0.976105,0.358624
147989,0.6,0.975217,0.358833
148072,0.6,0.974329,0.359042
148155,0.6,0.973441,0.359252
148238,0.6,0.972553,0.359461
148321,0.6,0.971665,0.359671
148404,0.6,0.970776,0.35988
148487,0.6,0.969888,0.360089
148570,0.6,0.969,0.360299
148653,0.6,0.968112,0.360508
148736,0.6,0.967224,0.360718
148819,0.6,0.966336,0.360927
148902,0.6,0.965447,0.361136
148985,0.6,0.964559,0.361346
149068,0.6,0.963671,0.361555
149151,0.6,0.962783,0.361765
149234,0.6,0.961895,0.361974
149317,0.6,0.961007,0.362183
149400,0.6,0.960118,0.362393
149483,0.6,0.95923,0.362602
149566,0.6,0.958342,0.362812
149649,0.6,0.957454,0.363021
149732,0.6,0.956566,0.36323
149815,0.6,0.955678,0.36344
149898,0.6,0.95479,0.363649
149981,0.6,0.953901,0.363858
150064,0.6,0.953013,0.364068
150147,0.6,0.952125,0.364277
150230,0.6,0.951237,0.364487
150313,0.6,0.950349,0.364696
150396,0.6,0.949461,0.364905
150479,0.6,0.948572,0.365115
150562,0.6,0.947684,0.365324
150645,0.6,0.946796,0.365534
150728,0.6,0.945908,0.365743
150811,0.6,0.94502,0.365952
150894,0.6,0.944131,0.366162
150977,0.6,0.943243,0.366371
151060,0.6,0.942355,0.36658
151143,0.6,0.941467,0.36679
151226,0.6,0.940579,0.366999
151309,0.6,0.939691,0.367209
151392,0.6,0.938803,0.367418
151475,0.6,0.937914,0.367627
151558,0.6,0.937026,0.367837
151641,0.6,0.936138,0.368046
151724,0.6,0.93525,0.368256
151807,0.6,0.934362,0.368465
151890,0.6,0.933474,0.368674
151973,0.6,0.932585,0.368884
152056,0.6,0.931697,0.369093
152139,0.6,0.930809,0.369303
152222,0.6,0.929921,0.369512
152305,0.6,0.929033,0.369721
152388,0.6,0.928145,0.369931
152471,0.6,0.927256,0.37014
152554,0.6,0.926368,0.370349
152637,0.6,0.92548,0.370559
152720,0.6,0.924592,0.370768
152803,0.6,0.923704,0.370978
152886,0.6,0.922816,0.371187
152969,0.6,0.921928,0.371396
153052,0.6,0.921039,0.371606
153135,0.6,0.920151,0.371815
153218,0.6,0.919263,0.372025
153301,0.6,0.918375,0.372234
153384,0.6,0.917487,0.372443
153467,0.6,0.916599,0.372653
153550,0.6,0.91571,0.372862
153633,0.6,0.914822,0.373072
153716,0.6,0.913934,0.373281
153799,0.6,0.913046,0.37349
153882,0.6,0.912158,0.3737
153965,0.6,0.91127,0.373909
154048,0.6,0.910381,0.374118
154131,0.6,0.909493,0.374328
154214,0.6,0.908605,0.374537
154297,0.6,0.907717,0.374747
154380,0.6,0.906829,0.374956
154463,0.6,0.905941,0.375165
154546,0.6,0.905053,0.375375
154629,0.6,0.904164,0.375584
154712,0.6,0.903276,0.375794
154795,0.6,0.902388,0.376003
154878,0.6,0.9015,0.376212
154961,0.6,0.900612,0.376422
155044,0.6,0.899724,0.376631
155127,0.6,0.898835,0.376841
155210,0.6,0.897947,0.37705
155293,0.6,0.897059,0.377259
155376,0.6,0.896171,0.377469
155459,0.6,0.895283,0.377678
155542,0.6,0.894395,0.377887
155625,0.6,0.893506,0.378097
155708,0.6,0.892618,0.378306
155791,0.6,0.89173,0.378516
155874,0.6,0.890842,0.378725
155957,0.6,0.889954,0.378934
156040,0.6,0.889066,0.379144
156123,0.6,0.888178,0.379353
156206,0.6,0.887289,0.379563
156289,0.6,0.886401,0.379772
156372,0.6,0.885513,0.379981
156455,0.6,0.884625,0.380191
156538,0.6,0.883737,0.3804
156621,0.6,0.882849,0.38061
156704,0.6,0.88196,0.380819
156787,0.6,0.881072,0.381028
156870,0.6,0.880184,0.381238
156953,0.6,0.879296,0.381447
157036,0.6,0.878408,0.381656
157119,0.6,0.87752,0.381866
157202,0.6,0.876631,0.382075
157285,0.6,0.875743,0.382285
157368,0.6,0.874855,0.382494
157451,0.6,0.873967,0.382703
157534,0.6,0.873079,0.382913
157617,0.6,0.872191,0.383122
157700,0.6,0.871302,0.383332
157783,0.6,0.870414,0.383541
157866,0.6,0.869526,0.38375
157949,0.6,0.868638,0.38396
158032,0.6,0.86775,0.384169
158115,0.6,0.866862,0.384378
158198,0.6,0.865973,0.384588
158281,0.6,0.865085,0.384797
158364,0.6,0.864197,0.385007
158447,0.6,0.863309,0.385216
158530,0.6,0.862421,0.385425
158613,0.6,0.861533,0.385635
158696,0.6,0.860645,0.385844
158779,0.6,0.859756,0.386054
158862,0.6,0.858868,0.386263
158945,0.6,0.85798,0.386472
159028,0.6,0.857092,0.386682
159111,0.6,0.856204,0.386891
159194,0.6,0.855316,0.387101
159277,0.6,0.854427,0.38731
159360,0.6,0.853539,0.387519
159443,0.6,0.852651,0.387729
159526,0.6,0.851763,0.387938
159609,0.6,0.850875,0.388147
159692,0.6,0.849987,0.388357
159775,0.6,0.849098,0.388566
159858,0.6,0.84821,0.388776
159941,0.6,0.847322,0.388985
160024,0.6,0.846434,0.389194
160107,0.6,0.845546,0.389404
160190,0.6,0.844658,0.389613
160273,0.6,0.84377,0.389823
160356,0.6,0.842881,0.390032
160439,0.6,0.841993,0.390241
160522,0.6,0.841105,0.390451
160605,0.6,0.840217,0.39066
160688,0.6,0.839329,0.39087
160771,0.6,0.838441,0.391079
160854,0.6,0.837552,0.391288
160937,0.6,0.836664,0.391498
161020,0.6,0.835776,0.391707
161103,0.6,0.834888,0.391916
161186,0.6,0.834,0.392126
161269,0.6,0.833112,0.392335
161352,0.6,0.832223,0.392545
161435,0.6,0.831335,0.392754
161518,0.6,0.830447,0.392963
161601,0.6,0.829559,0.393173
161684,0.6,0.828671,0.393382
161767,0.6,0.827783,0.393592
161850,0.6,0.826895,0.393801
161933,0.6,0.826006,0.39401
162016,0.6,0.825118,0.39422
162099,0.6,0.82423,0.394429
162182,0.6,0.823342,0.394639
162265,0.6,0.822454,0.394848
162348,0.6,0.821566,0.395057
162431,0.6,0.820677,0.395267
162514,0.6,0.819789,0.395476
162597,0.6,0.818901,0.395685
162680,0.6,0.818013,0.395895
162763,0.6,0.817125,0.396104
162846,0.6,0.816236,0.396314
162929,0.6,0.815348,0.396523
163012,0.6,0.81446,0.396732
163095,0.6,0.813572,0.396942
163178,0.6,0.812684,0.397151
163261,0.6,0.811796,0.397361
163344,0.6,0.810908,0.39757
163427,0.6,0.810019,0.397779
163510,0.6,0.809131,0.397989
163593,0.6,0.808243,0.398198
163676,0.6,0.807355,0.398408
163759,0.6,0.806467,0.398617
163842,0.6,0.805579,0.398826
163925,0.6,0.80469,0.399036
164008,0.6,0.803802,0.399245
164091,0.6,0.802914,0.399454
164174,0.6,0.802026,0.399664
164257,0.6,0.801138,0.399873
164340,0.6,0.80025,0.400083
164423,0.6,0.799361,0.400292
164506,0.6,0.798473,0.400501
164589,0.6,0.797585,0.400711
164672,0.6,0.796697,0.40092
164755,0.6,0.795809,0.40113
164838,0.6,0.794921,0.401339
164921,0.6,0.794033,0.401548
165004,0.6,0.793144,0.401758
165087,0.6,0.792256,0.401967
165170,0.6,0.791368,0.402176
165253,0.6,0.79048,0.402386
165336,0.6,0.789592,0.402595
165419,0.6,0.788704,0.402805
165502,0.6,0.787815,0.403014
165585,0.6,0.786927,0.403223
165668,0.6,0.786039,0.403433
165751,0.6,0.785151,0.403642
165834,0.6,0.784263,0.403852
165917,0.6,0.783375,0.404061
166000,0.6,0.782486,0.40427
166083,0.6,0.781598,0.40448
166166,0.6,0.78071,0.404689
166249,0.6,0.779822,0.404899
166332,0.6,0.778934,0.405108
166415,0.6,0.778046,0.405317
166498,0.6,0.777158,0.405527
166581,0.6,0.776269,0.405736
166664,0.6,0.775381,0.405946
166747,0.6,0.774493,0.406155
166830,0.6,0.773605,0.406364
166913,0.6,0.772717,0.406574
166996,0.6,0.771829,0.406783
167079,0.6,0.77094,0.406992
167162,0.6,0.770052,0.407202
167245,0.6,0.769164,0.407411
167328,0.6,0.768276,0.407621
167411,0.6,0.767388,0.40783
167494,0.6,0.7665,0.408039
167577,0.6,0.765611,0.408249
167660,0.6,0.764723,0.408458
167743,0.6,0.763835,0.408668
167826,0.6,0.762947,0.408877
167909,0.6,0.762059,0.409086
167992,0.6,0.761171,0.409296
168075,0.6,0.760283,0.409505
168158,0.6,0.759394,0.409714
168241,0.6,0.758506,0.409924
168324,0.6,0.757618,0.410133
168407,0.6,0.75673,0.410343
168490,0.6,0.755842,0.410552
168573,0.6,0.754954,0.410761
168656,0.6,0.754065,0.410971
168739,0.6,0.753177,0.41118
168822,0.6,0.752289,0.41139
168905,0.6,0.751401,0.411599
168988,0.6,0.750513,0.411808
169071,0.6,0.749625,0.412018
169154,0.6,0.748736,0.412227
169237,0.6,0.747848,0.412437
169320,0.6,0.74696,0.412646
169403,0.6,0.746072,0.412855
169486,0.6,0.745184,0.413065
169569,0.6,0.744296,0.413274
169652,0.6,0.743407,0.413484
169735,0.6,0.742519,0.413693
169818,0.6,0.741631,0.413902
169901,0.6,0.740743,0.414112
169984,0.6,0.739855,0.414321
170067,0.6,0.738967,0.41453
170150,0.6,0.738078,0.41474
170233,0.6,0.73719,0.414949
170316,0.6,0.736302,0.415159
170399,0.6,0.735414,0.415368
170482,0.6,0.734526,0.415577
170565,0.6,0.733638,0.415787
170648,0.6,0.732749,0.415996
170731,0.6,0.731861,0.416206
170814,0.6,0.730973,0.416415
170897,0.6,0.730085,0.416624
170980,0.6,0.729197,0.416834
171063,0.6,0.728309,0.417043
171146,0.6,0.727421,0.417252
171229,0.6,0.726532,0.417462
171312,0.6,0.725644,0.417671
171395,0.6,0.724756,0.417881
171478,0.6,0.723868,0.41809
171561,0.6,0.72298,0.418299
171644,0.6,0.722092,0.418509
171727,0.6,0.721203,0.418718
171810,0.6,0.720315,0.418928
171893,0.6,0.719427,0.419137
171976,0.6,0.718539,0.419346
172059,0.6,0.717651,0.419556
172142,0.6,0.716763,0.419765
172225,0.6,0.715875,0.419975
172308,0.6,0.714986,0.420184
172391,0.6,0.714098,0.420393
172474,0.6,0.71321,0.420603
172557,0.6,0.712322,0.420812
172640,0.6,0.711434,0.421021
172723,0.6,0.710546,0.421231
172806,0.6,0.709657,0.42144
172889,0.6,0.708769,0.42165
172972,0.6,0.707881,0.421859
173055,0.6,0.706993,0.422068
173138,0.6,0.706105,0.422278
173221,0.6,0.705217,0.422487
173304,0.6,0.704328,0.422697
173387,0.6,0.70344,0.422906
173470,0.6,0.702552,0.423115
173553,0.6,0.701664,0.423325
173636,0.6,0.700776,0.423534
173719,0.6,0.699888,0.423744
173802,0.6,0.698999,0.423953
173885,0.6,0.698111,0.424162
173968,0.6,0.697223,0.424372
174051,0.6,0.696335,0.424581
174134,0.6,0.695447,0.42479
174217,0.6,0.694559,0.425
174300,0.6,0.693671,0.425209
174383,0.6,0.692782,0.425419
174466,0.6,0.691894,0.425628
174549,0.6,0.691006,0.425837
174632,0.6,0.690118,0.426047
174715,0.6,0.68923,0.426256
174798,0.6,0.688342,0.426466
174881,0.6,0.687453,0.426675
174964,0.6,0.686565,0.426884
175047,0.6,0.685677,0.427094
175130,0.6,0.684789,0.427303
175213,0.6,0.683901,0.427513
175296,0.6,0.683013,0.427722
175379,0.6,0.682124,0.427931
175462,0.6,0.681236,0.428141
175545,0.6,0.680348,0.42835
175628,0.6,0.67946,0.428559
175711,0.6,0.678572,0.428769
175794,0.6,0.677684,0.428978
175877,0.6,0.676795,0.429188
175960,0.6,0.675907,0.429397
176043,0.6,0.675019,0.429606
176126,0.6,0.674131,0.429816
176209,0.6,0.673243,0.430025
176292,0.6,0.672355,0.430235
176375,0.6,0.671466,0.430444
176458,0.6,0.670578,0.430653
176541,0.6,0.66969,0.430863
176624,0.6,0.668802,0.431072
176707,0.6,0.667914,0.431282
176790,0.6,0.667026,0.431491
176873,0.6,0.666138,0.4317
176956,0.6,0.665249,0.43191
177039,0.6,0.664361,0.432119
177122,0.6,0.663473,0.432328
177205,0.6,0.662585,0.432538
177288,0.6,0.661697,0.432747
177371,0.6,0.660809,0.432957
177454,0.6,0.65992,0.433166
177537,0.6,0.659032,0.433375
177620,0.6,0.658144,0.433585
177703,0.6,0.657256,0.433794
177786,0.6,0.656368,0.434004
177869,0.6,0.65548,0.434213
177952,0.6,0.654592,0.434422
178035,0.6,0.653703,0.434632
178118,0.6,0.652815,0.434841
178201,0.6,0.651927,0.43505
178284,0.6,0.651039,0.43526
178367,0.6,0.650151,0.435469
178450,0.6,0.649263,0.435679
178533,0.6,0.648374,0.435888
178616,0.6,0.647486,0.436097
178699,0.6,0.646598,0.436307
178782,0.6,0.64571,0.436516
178865,0.6,0.644822,0.436726
178948,0.6,0.643934,0.436935
179031,0.6,0.643045,0.437144
179114,0.6,0.642157,0.437354
179197,0.6,0.641269,0.437563
179280,0.6,0.640381,0.437773
179363,0.6,0.639493,0.437982
179446,0.6,0.638605,0.438191
179529,0.6,0.637716,0.438401
179612,0.6,0.636828,0.43861
179695,0.6,0.63594,0.438819
179778,0.6,0.635052,0.439029
179861,0.6,0.634164,0.439238
179944,0.6,0.633276,0.439448
180027,0.6,0.632388,0.439657
180110,0.6,0.631499,0.439866
180193,0.6,0.630611,0.440076
180276,0.6,0.629723,0.440285
180359,0.6,0.628835,0.440495
180442,0.6,0.627947,0.440704
180525,0.6,0.627059,0.440913
180608,0.6,0.62617,0.441123
180691,0.6,0.625282,0.441332
180774,0.6,0.624394,0.441542
180857,0.6,0.623506,0.441751
180940,0.6,0.622618,0.44196
181023,0.6,0.62173,0.44217
181106,0.6,0.620841,0.442379
181189,0.6,0.619953,0.442588
181272,0.6,0.619065,0.442798
181355,0.6,0.618177,0.443007
181438,0.6,0.617289,0.443217
181521,0.6,0.616401,0.443426
181604,0.6,0.615512,0.443635
181687,0.6,0.614624,0.443845
181770,0.6,0.613736,0.444054
181853,0.6,0.612848,0.444264
181936,0.6,0.61196,0.444473
182019,0.6,0.611072,0.444682
182102,0.6,0.610183,0.444892
182185,0.6,0.609295,0.445101
182268,0.6,0.608407,0.445311
182351,0.6,0.607519,0.44552
182434,0.6,0.606631,0.445729
182517,0.6,0.605743,0.445939
182600,0.6,0.604855,0.446148
182683,0.6,0.603966,0.446357
182766,0.6,0.603078,0.446567
182849,0.6,0.60219,0.446776
182932,0.6,0.601302,0.446986
183015,0.6,0.600414,0.447195
183098,0.6,0.599526,0.447404
183181,0.6,0.598637,0.447614
183264,0.6,0.597749,0.447823
183347,0.6,0.596861,0.448033
183430,0.6,0.595973,0.448242
183513,0.6,0.595085,0.448451
183596,0.6,0.594197,0.448661
183679,0.6,0.593308,0.44887
183762,0.6,0.59242,0.44908
183845,0.6,0.591532,0.449289
183928,0.6,0.590644,0.449498
184011,0.6,0.589756,0.449708
184094,0.6,0.588868,0.449917
184177,0.6,0.58798,0.450126
184260,0.6,0.587091,0.450336
184343,0.6,0.586203,0.450545
184426,0.6,0.585315,0.450755
184509,0.6,0.584427,0.450964
184592,0.6,0.583539,0.451173
184675,0.6,0.582651,0.451383
184758,0.6,0.581762,0.451592
184841,0.6,0.580874,0.451802
184924,0.6,0.579986,0.452011
185007,0.6,0.579098,0.45222
185090,0.6,0.57821,0.45243
185173,0.6,0.577322,0.452639
185256,0.6,0.576433,0.452848
185339,0.6,0.575545,0.453058
185422,0.6,0.574657,0.453267
185505,0.6,0.573769,0.453477
185588,0.6,0.572881,0.453686
185671,0.6,0.571993,0.453895
185754,0.6,0.571105,0.454105
185837,0.6,0.570216,0.454314
185920,0.6,0.569328,0.454524
186003,0.6,0.56844,0.454733
186086,0.6,0.567552,0.454942
186169,0.6,0.566664,0.455152
186252,0.6,0.565776,0.455361
186335,0.6,0.564887,0.455571
186418,0.6,0.563999,0.45578
186501,0.6,0.563111,0.455989
186584,0.6,0.562223,0.456199
186667,0.6,0.561335,0.456408
186750,0.6,0.560447,0.456618
186833,0.6,0.559558,0.456827
186916,0.6,0.55867,0.457036
186999,0.6,0.557782,0.457246
187082,0.6,0.556894,0.457455
187165,0.6,0.556006,0.457664
187248,0.6,0.555118,0.457874
187331,0.6,0.554229,0.458083
187414,0.6,0.553341,0.458293
187497,0.6,0.552453,0.458502
187580,0.6,0.551565,0.458711
187663,0.6,0.550677,0.458921
187746,0.6,0.549789,0.45913
187829,0.6,0.5489,0.45934
187912,0.6,0.548012,0.459549
187995,0.6,0.547124,0.459758
188078,0.6,0.546236,0.459968
188161,0.6,0.545348,0.460177
188244,0.6,0.54446,0.460386
188327,0.6,0.543571,0.460596
188410,0.6,0.542683,0.460805
188493,0.6,0.541795,0.461015
188576,0.6,0.540907,0.461224
188659,0.6,0.540019,0.461433
188742,0.6,0.539131,0.461643
188825,0.6,0.538243,0.461852
188908,0.6,0.537354,0.462062
188991,0.6,0.536466,0.462271
189074,0.6,0.535578,0.46248
189157,0.6,0.53469,0.46269
189240,0.6,0.533802,0.462899
189323,0.6,0.532914,0.463109
189406,0.6,0.532025,0.463318
189489,0.6,0.531137,0.463527
189572,0.6,0.530249,0.463737
189655,0.6,0.529361,0.463946
189738,0.6,0.528473,0.464155
189821,0.6,0.527585,0.464365
189904,0.6,0.526696,0.464574
189987,0.6,0.525808,0.464784
190070,0.6,0.52492,0.464993
190153,0.6,0.524032,0.465202
190236,0.6,0.523144,0.465412
190319,0.6,0.522256,0.465621
190402,0.6,0.521368,0.465831
190485,0.6,0.520479,0.46604
190568,0.6,0.519591,0.466249
190651,0.6,0.518703,0.466459
190734,0.6,0.517815,0.466668
190817,0.6,0.516927,0.466878
190900,0.6,0.516039,0.467087
190983,0.6,0.51515,0.467296
191066,0.6,0.514262,0.467506
191149,0.6,0.513374,0.467715
191232,0.6,0.512486,0.467924
191315,0.6,0.511598,0.468134
191398,0.6,0.51071,0.468343
191481,0.6,0.509821,0.468553
191564,0.6,0.508933,0.468762
191647,0.6,0.508045,0.468971
191730,0.6,0.507157,0.469181
191813,0.6,0.506269,0.46939
191896,0.6,0.505381,0.4696
191979,0.6,0.504493,0.469809
